SMILES,LogS
CSSC,-1.4969
C[C@@H](Cl)[C@@H](C)Cl,-2.3541
CNC(=O)OCc1ccc(Cl)c(Cl)c1,-3.1389
CCN(CC)c1ccc(N=Nc2c(C#N)cc(C)cc2C#N)c(NS(C)(=O)=O)c1,-7.2331050936
FC(F)(Cl)C(Cl)(Cl)Cl,-3.3093
C[C@H](O)C(=O)Nc1c(I)c(C(=O)NC(CO)CO)c(I)c(C(=O)NC(CO)CO)c1I,-0.7443
CC(C)(C)C(=O)C1C(=O)c2ccccc2C1=O,-4.107
Clc1ccc(Cl)c(-c2cc(Cl)cc(Cl)c2Cl)c1,-7.8201
CCN(CC)C(=O)Cn1cc(Br)c(=O)c(Br)c1,-2.31
CCC(O)CC,-0.2334
SC1CCCCC1,-3.3672139557
Cc1cc(C)c(O)c(C(C)(C)C)c1,-3.1719091991000004
O=C1OC(c2ccccc2)(c2ccccc2)c2ccccc21,-3.85
O=C(O)c1ccc(N=Nc2ccc(O)cc2)cc1Cl,-2.62
CCCCOC(=O)c1ccc(O)c(Br)c1,-3.67
Cc1ncc([N+](=O)[O-])n1C,-1.16
O=C(/C=C/c1ccccc1)OCc1ccccc1,-4.8207960263
CC(=O)OC1(C(C)=O)CCC2C3CCC4=CC(=O)CCC4(C)C3CCC21C,-5.5668107327
OC(c1ccc(Cl)cc1)(c1ccc(Cl)cc1)C(Cl)(Cl)Cl,-5.6657
CCOC(=O)CC(=O)C(F)(F)F,-1.6630244633000002
C=C(CC(Cl)(Cl)Cl)c1ccccc1,-4.2822
CC(CCc1ccccc1)NCC(O)c1ccc(O)c(C(N)=O)c1,-3.4482
CO[Si](CCCN=C=O)(OC)OC,-3.2569810012
O=C1c2ccccc2C(=O)c2c1ccc(O)c2O,-2.7785
CCCC1CC(=O)C=C(C)C1,-1.7725870938
CCCCCCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCC,-5.4730005799
CCC(C)C1NC(=O)C(Cc2ccccc2)NC(=O)C2CCCN2C(=O)C(Cc2ccccc2)N(C)C(=O)C2CCCCN2C(=O)C2CCCCN2C1=O,-5.57
CCN1c2ncccc2C(=O)N(C)c2cccnc21,-2.62
CC(=O)Nc1ccc(S(=O)(=O)CCO)cc1,-2.3069323017
CC(C)(C)C(=O)OCn1cc(F)c(=O)[nH]c1=O,-2.03
O=C1C=CC(=O)N1c1ccc(Cc2ccc(N3C(=O)C=CC3=O)cc2)cc1,-5.9980085438
CCCC(=O)OCN1C(=O)NC(c2ccccc2)(c2ccccc2)C1=O,-4.68
CC(C)(C)N(NC(=O)c1ccc(Cl)cc1)C(=O)c1ccccc1,-4.4404
CCCOCCC(=O)OC,-0.6334
CC12CCC3C4CCC(=O)C=C4CCC3C1CCC2O,-3.02
O=C(O)C1CCCCC1,-1.445031941
COC1CC(C)CCC1C(C)C,-3.9301744515
Nc1nc2c(O)cccc2s1,-1.9196
Cc1nc2c([nH]1)c(=O)n(C)c(=O)n2C,-0.7276
CC12CCC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)CO,-3.09
Cc1cc2c3ccccc3ccc2c2ccccc12,-6.5715
O=Cc1ccc(O)cc1,-0.9762
C=CC(=O)OCC(CC)(COC(=O)C=C)COC(=O)C=C,-2.772789495
CCOP(=S)(OCC)Oc1ccc2oc(=O)c(Cl)c(C)c2c1,-5.382000000000001
COC(=O)C(C)N(C(=O)Cc1ccccc1)c1c(C)cccc1C,-3.9442
CC(=O)NS(=O)(=O)c1ccc(N)cc1,-1.41
CCNc1nc(NC(C)CC)nc(OC)n1,-2.575
Cc1ccc(C(=O)O)cc1C,-3.16
C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(C)O,-3.9505
CC(C)(C)C(O)C(Oc1ccc(-c2ccccc2)cc1)n1cncn1,-4.8292
OCC(O)C1OC(Oc2ccccc2)C(O)C(O)C1O,-1.5537
O=S(=O)(O)c1cccc2cc(Nc3ccccc3)cc(Nc3ccccc3)c12,-4.6725029066
CCC1(c2ccccc2)C(=O)NC(=O)N(C)C1=O,-3.68
CCCCCCCCCCCCCCCCCC(=O)NCCO,-5.5152815814
COc1ccc2c3c1OC1C(O)C=CC4C(C2)N(C)CCC341,-1.52
Cc1cc(C)cc(OCC(=O)O)c1,-2.3527
O=C1NC(=O)C2(CCCCCCCCC2)C(=O)N1,-4.59
O=[N+]([O-])c1cc([N+](=O)[O-])c(-c2ccccc2)cc1O,-4.4611
O=C1NC(=O)C2=C1CCCC2,-1.974517726
Cc1ccc(O)c([N+](=O)[O-])c1,-2.3837
Cn1cc(I)ccc1=O,-0.0094
CCOC(=O)[C@H](Cc1ccccc1)NC(C)=O,-1.7557
COc1cccc2ccccc12,-4.1992
Cc1ccc(S(=O)(=O)NC(=O)NN2CCCCCC2)cc1,-3.6778
CCC(=O)OCSc1ncnc2c1ncn2COC(=O)CC,-2.78
CN=C(NCC1CCOC1)N[N+](=O)[O-],-0.5694147178
COc1ccc2c3c1OC1C(OC(C)=O)C=CC4C(C2)N(C)CCC341,-1.3
O=C(O)C1C2CCC(O2)C1C(=O)O,-0.27
Cc1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1,-4.207
O=C1CCC(N2C(=O)c3ccccc3C2=O)C(=O)N1,-2.6758
C[Si](C)(C)CCN,-1.807
OCCOc1ccc(OCCO)cc1,-1.23
Cc1c2ccccc2c(C)c2c1ccc1ccccc12,-6.78
O=C(NC(=O)c1c(F)cccc1F)Nc1ccc(Oc2ccc(C(F)(F)F)cc2Cl)cc1F,-8.09
CCOC(=O)c1nc(C(Cl)(Cl)Cl)n(-c2ccc(Cl)cc2Cl)n1,-5.6516
Nc1c(Cl)cc([N+](=O)[O-])cc1Cl,-4.4709
OCC(O)C(O)c1nn(-c2ccccc2)c2nc3ccccc3nc12,-3.13
C=CCNCC=C,-0.0790069571
O=C(O)CC1(CC(=O)O)OCOC1=O,-0.611
C=CC(C)(O)CCCC(C)CCCC(C)CCCC(C)C,-4.7086538251
O=C1CC(c2ccccc2)CC(=O)C1[N+](=O)[O-],-1.6688
O=[N+]([O-])c1c2ccccc2cc2ccccc12,-6.2918
C=CS(=O)(=O)CS(=O)(=O)C=C,-3.9198954495
NNC(=O)c1ccc([N+](=O)[O-])s1,-1.97
O=c1ccc(=O)[nH][nH]1,-1.2714
Cc1c2c(cc3c1ccc1ccccc13)CCCC2,-6.75
CN[C@@H](C)[C@@H](O)c1ccccc1,-1.4051913165
NS(=O)(=O)c1ccccc1-c1nc2ccccc2c(=O)[nH]1,-3.08
CCOC(=O)CC1(C)OCCO1,-0.1448235929
C=C(Br)C(F)(F)F,-2.2385851258
CC(C)COP(=O)(OCC(C)C)OCC(C)C,-3.0021546468
CCOC(=O)CC(O)(CC(=O)OCC)C(=O)OCC,-0.6285
CCCCCCCCCCCCCCCC(=O)O[C@@H]1C[C@@H](C(=O)O)N(C(=O)CCCCCCCCCCCCCCC)C1,-5.7838757207
FC(F)(F)C(F)(F)C(F)(F)F,-4.518
Cc1c([N+](=O)[O-])cccc1[N+](=O)[O-],-3.0003
Nc1cc(Cl)c(Cl)cc1S(=O)(=O)O,-2.1052106917
COc1ccc(C(=O)c2csc(S(N)(=O)=O)c2)cc1,-4.4733
CN(C)c1ccc(N=Nc2ccccc2)cc1,-5.25
CC1CC(CC2CCC(N)C(C)C2)CCC1N,-1.8210383613
O=Cc1ccc(C=O)cc1,-2.8265
CCCCCCCC[Sn]1(CCCCCCCC)OC(=O)CS1,-6.4456261549
CCCCOC(=O)C(C)Oc1ccc(Oc2ccc(C(F)(F)F)cn2)cc1,-5.5836
CC(C)CC(C)(C)C,-4.6704
Nc1ccc(N=Nc2ccccc2)c(N)c1,-2.9976655605
CC1(C)CC(O)CC(C)(C)N1CCO,-0.8598205529
CCNc1cccc2ccccc12,-3.1922
CCOC(=O)C1(C)OC(=O)N(c2cc(Cl)cc(Cl)c2)C1=O,-5.2203
O=C(O)c1cc(Br)c(O)cc1O,-2.62
CCCCCCCCSC(=N)N,0.16
CC1=CC(=O)N(Cc2cccc(CN3C(=O)C=C(C)C3=O)c2)C1=O,-3.9003349932
Cl/C=C\Cl,-1.3
CCS(=O)(=O)Oc1ccc2c(c1)C(C)(C)CO2,-2.9921
CCN(OC(=O)c1ccccc1)C(=O)c1c(OC)ccc(Cl)c1OC,-4.0837
CCN(N=O)C(N)=O,-0.9547
CCOC(=O)COc1cc(-c2nn(C)c(OC(F)F)c2Cl)c(F)cc1Cl,-5.6161
O=C1CN(/N=C/c2ccc([N+](=O)[O-])o2)C(=O)N1,-3.38
Cc1cc(C2CC2)nc(Nc2ccccc2)n1,-4.05
FC(F)(F)C(Cl)Br,-1.7043
CCOC(=O)C(C)(C)NC(=O)c1ccccc1,-1.19
CC(=O)C1C(=O)C=C(C)OC1=O,-1.226
CCCCOC(=O)c1ccc(NC(C)=O)cc1,-3.46
O=C1C2(Cl)C3(Cl)C4(Cl)C(Cl)(Cl)C5(Cl)C3(Cl)C1(Cl)C5(Cl)C24Cl,-5.2594
C/C=C(\C)C(=O)OCCC(C)CCC=C(C)C,-5.7917926889
Cn1c(=O)c2nc3c(=O)n(C)c(=O)n(C)c3nc2n(C)c1=O,-3.31
CCc1cccc(CC)c1,-3.7476
CCCCCCP(=O)(OCC)OCC,-2.5687
Cc1ccnc(NS(=O)(=O)c2ccc(N)cc2)n1,-2.63
COCCNC(=O)C(NC(=O)C(Cc1cc(OC)c(OC)c(OC)c1)CC(O)C(Cc1ccccc1)NC(=O)OC(C)(C)C)C(C)C,-4.0
CCOC(=O)COC(=O)c1ccccc1OC(C)=O,-2.58
CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC,-8.4746
CC(=O)OCCS,-1.5
CC1(C)CC(=O)CC(C)(C#N)C1,-1.5404977204
CC(C)(C)CCO,-1.1308
CCN(CC)C(=O)C(C)Oc1cccc2ccccc12,-3.5702
c1ccc2cc3cc4ccccc4cc3cc2c1,-8.6
CCC1(CC)C(=O)NC(=O)N(C)C1=O,-2.1
O=[N+]([O-])c1cccc(CO)c1,-2.4142
CCCCC(CC)COCC(O)CO,-2.0550171187
C=CC(=O)OCCOC(=O)NCCCC,-1.6348405969
CCCCC(=O)N(Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1)C(C(=O)O)C(C)C,-4.2
C=CC(=O)OCC1CC2CC1C1CCC(COC(=O)C=C)C21,-4.4930858187
CC(=O)OCCC(C)CCC=C(C)C,-4.095938730199999
N#Cc1ccc(O)c(O)c1,-1.0235160951
COc1ccccc1C,-2.6890833932
CCCOC1=CC(=O)CC(C)C12Oc1c(Cl)c(OC)cc(OC)c1C2=O,-4.52
O=C(O)CN(CCN(CC(=O)O)CC(=O)O)CC(=O)O,-2.7667755992000003
Oc1ccc(Cl)c(Cl)c1,-1.2458
Cn1c(=O)c2ncnnc2n(C)c1=O,-1.9849
CCN(CC)N=O,0.0161
CN1CCN=C(c2ccccc2)c2cc(Cl)ccc21,-4.43
[Gd],-4.7986506454
CCC(CC)(C(=O)NC(N)=O)C(=O)OCC(=O)OC,-2.01
CC1=Nc2ccc(Cl)cc2S(=O)(=O)N1,-3.36
CC(=O)OCC(=O)C1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C,-4.97
CCC(=O)/C=C/C1=C(C)CCCC1(C)C,-4.187455475
O=C(O)C1CC1C(=O)Nc1ccc(Cl)cc1Cl,-3.8697
CCCCCCCCCCCC(=O)OCC(COC(C)=O)OC(C)=O,-6.378367614400001
C#CCOC(=O)/C=C(C)/C=C/CC(C)CCCC(C)C,-4.7239
CNc1nc(NC(C)C)nc(SC)n1,-2.5656
CCOc1ccc(NC(=O)CO)cc1,-2.1058
CCCCCCCS,-4.1549
CCCCC(C#N)c1ccccc1,-3.6623544532
O=C(OCn1ncc2c(=O)[nH]cnc21)c1ccccc1,-4.05
Oc1c(Cl)cc(Cl)c(Cl)c1Cl,-3.1
O=C1OCc2ccccc21,-0.8627210528
CCCS(=O)(=O)C(S(=O)(=O)CCC)S(=O)(=O)CCC,-1.95
N#Cc1cc(Br)c(O)c(Br)c1,-3.3284
NCC1CCC(C(=O)O)CC1,0.0255
Cn1nc(S(N)(=O)=O)sc1=NS(=O)(=O)c1ccc(Cl)cc1,-2.44
O=C(O)c1ccccc1CC(=O)c1ccccc1C(=O)O,-2.7910000000000004
O=CC1CC2C3C1C1(Cl)C(Cl)(Cl)C3(Cl)C3(Cl)C2C13Cl,-7.2006
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,-7.6415256675
CCCCCCCCOC(N)=O,-3.3
O=c1[nH]c(=O)c2[nH]c(=O)c(=O)[nH]c2[nH]1,-4.06
CCCCCCOC(=O)Oc1ccc(NC(C)=O)cc1,-4.32
CC1CCC(C(C)C)C(O)C1,-2.4880091207
Clc1ccc(-c2cc(Cl)ccc2Cl)cc1,-6.27
COc1cc(S(=O)(=O)Nc2ccccc2)c(OC)cc1N,-4.0576928644
CC1CC(OC(=O)c2ccccc2)CC(C)(C)N1,-1.922
CCCCCCCCCC(=O)Oc1ccc(C(=O)O)cc1,-5.424547549700001
CCCC(=O)N(C)N=O,-1.5347
Cc1cccc(Cl)c1,-3.5228
CCCC1CCCNC1,-1.011
CC(C)(C)C(=O)OCCc1ccccc1,-3.6752800895
CCCCOC(=O)n1cc(F)c(=O)[nH]c1=O,-1.59
CC(C)=CCC/C(C)=C\CO,-2.3206011661000003
CCCCCCCC/C=C\CCCCCCCC(=O)NC(CO)C(O)CCCCCCCCCCCCCCC,-6.4517618811
CCC1(c2ccccc2)C(=O)NC(=O)N(CC(O)CO)C1=O,-1.7872
C=CCBr,-1.4995
CC(=O)n1ncc2c(=O)[nH]cnc21,-2.38
CC(C)CCCC(C)C1CCC2C3CCC4CC(C)(CCC=C(c5cc(Cl)c(O)c(C(=O)O)c5)c5cc(Cl)c(O)c(C(=O)O)c5)CCC4(C)C3CCC12C,-8.46
C=CCOC(=O)C(C)OC(=O)C(C)O,-0.6826
CCC(C)(C)c1cc(O)c(C(C)(C)CC)cc1O,-6.495513117200001
O=[N+]([O-])c1ccc2c(c1CO)OCO2,-3.0643
Clc1ccc(Cl)c(-c2c(Cl)c(Cl)cc(Cl)c2Cl)c1,-7.4254
Clc1ccc(-c2cc(Cl)c(Cl)c(Cl)c2)cc1,-7.96
ClCC(Cl)(Cl)Cl,-2.1955
Nc1nc(N)nc(N)n1,-1.5592150485
CC(C)CC(=O)Oc1ccc([N+](=O)[O-])cc1,-4.3945
Nc1ccc(-c2ccc(N)cc2)cc1,-2.7
CCCCCCCCC(=O)OCC(CC)(COC(=O)CCCCCCCC)COC(=O)CCCCCCCC,-6.8410879515
Clc1ccc(-c2cccc(Cl)c2)cc1,-6.4001
Oc1ccccc1Cl,-0.7538392019
CCC(=O)Nc1ccccc1,-1.55
CCCCO[P+](=O)OCCCC,-1.4249
CN(C)c1ccc(N=C=S)cc1,-4.13
CCC(Cl)[N+](=O)[O-],-1.1887
CCOP(=S)(OCC)ON=C(C#N)c1ccccc1,-4.862
C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,-4.2929
CCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,-5.3669
CN(C=O)c1ccc(S(=O)(=O)N(C)C)cc1,-2.37
COc1cc(OC)c(NC(=O)C2=Cc3ccccc3/C(=N\Nc3cc(C(=O)Nc4ccc(C(N)=O)cc4)ccc3OC)C2=O)cc1Cl,-7.8662401992
CCCCOC(=O)c1ccc(C(=O)OCCCC)cc1,-6.40319542
CC(C)CCC(C)Nc1ccc(NC(C)CCC(C)C)cc1,-5.5751336546
CCC1(CC)C(=O)NC(=S)NC1=O,-2.32
CCCCCCCCCCCCCCCCCC(=O)NCCCN(C)C,-4.5666142382
CC(C)(C)NC(=O)C1N(C(=O)C(O)C(Cc2ccccc2)NC(=O)COc2ccccc2)CSC1(C)C,-3.83
CCC1(CC)C(=O)NC(=O)N=C1N,-1.3967
COc1ccc(C)cc1N,-1.6601758755
Cc1cc(N)ccc1N,-0.5071845321
Cn1cnc2c(=O)n(C)c(=O)n(C)c2c1=O,-1.985
Nc1ccc(NCCO)c([N+](=O)[O-])c1,-2.1910899756
CCOc1ccc(NC(C)=O)c2cccnc12,-1.5171
O=C(O)CCCCCC(=O)O,-0.5056
CCOC(=O)c1cnc(=S)[nH]c1,-1.74
COc1ccc(NC(N)=O)cc1,-1.5917
CC(C)CO,0.04
CC1CCC(=O)N1c1ccccc1,-0.8457
CCCCC,-3.006984006
CCCCC(CC)COP(=O)(OCC(CC)CCCC)OCC(CC)CCCC,-8.85998044
CCC(CC)CO[Si](OCC(CC)CC)(OCC(CC)CC)OCC(CC)CC,-8.1906449159
CC(C)(CO)COC(=O)C(C)(C)CO,0.0682018165
Clc1ccc(Oc2ccccc2Cl)cc1Cl,-5.199
CC(=O)C1(O)CCC2C3CC(C)C4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,-4.1
CNn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCN(C)CC3)cc21,-3.73
CCCCCCCCC(=O)NNC(=O)c1ccncc1,-3.52
C#CC1CN2CCC1CC2C(O)c1ccnc2ccc(OC)cc12,-2.12
CCCCCCN(C)N=Nc1ccc(C(=O)O)cc1,-2.52
N#CNC(N)=NCCCCCCN=C(N)NC#N,-4.4346903729000005
COc1ccccc1O,-0.8221
CC(C)CNCc1cc2cc(S(N)(=O)=O)oc2s1,-1.33
O=C1C=CC=C/C1=C/NNC(=O)c1ccncc1,-3.6835
Cn1c(=O)c2[nH]c(/C=C/c3ccccc3)nc2n(C)c1=O,-6.66
NS(=O)(=O)c1cc2c(cc1C(F)(F)F)NC=NS2(=O)=O,-0.8186
O=C1CC2OCC=C3C[N+]4(O)CCC56c7ccccc7N1C5C2C3CC64,-1.28
CC(=O)Oc1ccc(NC(N)=O)cc1,-2.49
CCc1c[nH]c(=O)nc1N,-1.0197
Cc1nc(=O)c2cc([N+](=O)[O-])ccc2[nH]1,-2.22
Cn1c(=O)c2c(nc(-c3ccccc3)n2C)n(C)c1=O,-3.31
Oc1cc(Cl)ccc1Oc1ccc(Cl)cc1Cl,-4.4617160697000005
CCCCCOC(C)=O,-1.8841
CCN1c2ncccc2C(=O)Nc2c(C)cc(C)nc21,-4.553999999999999
Cc1ccccc1Cc1ccccc1,-4.6925039386
CCCCCCCBr,-4.431
CC(Oc1cc(Cl)c(Cl)cc1Cl)C(=O)O,-3.55
CCCCCCCCC/C=C/CC1CC(=O)OC1=O,-4.4255032449
Cc1ccc(N2C(=O)N(c3ccc(C)c(N=C=O)c3)C2=O)cc1N=C=O,-5.0368259397
CCOC(=O)COC(=O)c1cc(Oc2ccc(C(F)(F)F)cc2Cl)ccc1[N+](=O)[O-],-5.8729
C=CC(C)(C)O,0.351057238
CC1COc2ccccc2N1C(=O)C(Cl)Cl,-3.8353901487
COC1OC(COS(=O)(=O)c2ccc(C)cc2)C2OC(C)(C)OC12,-4.1564425332
O=C(c1ccc(Cl)cc1Cl)N(O)c1ccccc1,-3.6723
O=C1CCCCC1,-0.0573697280999999
CN(C)c1nc(N(C)C)nc(N(C)C)n1,-3.3638
NS(=O)(=O)c1nnc(NS(=O)(=O)c2c(F)c(F)c(F)c(F)c2F)s1,-1.21
CC/C=C/CCCCCCCCCCCCCCOCC,-4.7999839607
CC(C)=CCC/C(C)=C/COC=O,-3.7461507617
CCOP(=O)(SC(C)CC)SC(C)CC,-3.0376
CCOC(=O)C1OC1(C)c1ccccc1,-2.3143750058
[O-][n+]1nc(-n2ccnc2)nc2ccc(Cl)cc21,-3.63
FC(F)(F)N=C1SC(=Nc2ccccc2)N(c2ccccc2)C1=NC(F)(F)F,-5.42
CCCCCOC(=O)c1ccc(N)cc1,-3.3499
CCC(=O)OCn1cc(F)c(=O)[nH]c1=O,-0.81
CCCCCCCCCc1cccc(Nc2cccc(CCCCCCCCC)c2)c1,-7.9260469847
O=C1C(Br)=CC(=NCl)C=C1Br,-3.7068
CCCCC(C)(C)O,-1.0784
O=[N+]([O-])c1cc([N+](=O)[O-])c2ccccc2c1Cl,-5.4
CC(C)Cc1ccccc1,-4.1235
C=CC(=C)C,-2.0257332356999997
CC1(C)C(=O)C(=O)C2CCC1C2,-1.52
CCOP(=S)(OCC)SCS(=O)(=O)C(C)(C)C,-2.8951
O=[N+]([O-])c1cc([N+](=O)[O-])c(O)c([N+](=O)[O-])c1O,-3.51
CCC(C)C(C)(C)O,-0.89
c1ccc2c(c1)ccc1nccnc12,-2.68
CCC1CCC(O)O1,-0.0651
CC1(C)O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1,-4.3158
FC(F)(F)N1C(F)(F)C(F)(F)OC(F)(F)C1(F)F,-5.5960586261000005
C=C(C)C1CCC(C)(O)C(O)C1,-0.2311
O=C1NCCN1/N=C/c1ccc([N+](=O)[O-])o1,-3.3572
CCC(C)(C)c1ccccc1O,-2.4912242204
COc1ccc2cc(C(C)C(=O)OCCOC(=O)CN)ccc2c1,-1.98
CC(=O)c1cc2ccccc2o1,-2.5484883965000003
CCOc1ccc(C(=O)O)cc1,-2.4548997462
NP(N)(=O)c1ccccc1,-1.1482
CCC(C)(C)CO,-1.04
O=C(O)CNC(=S)SCC(=O)O,-1.3011
COC(=O)/C(=C/c1ccccc1)S(=O)(=O)c1ccc([N+](=O)[O-])cc1,-4.57
CC1OC(=O)C(C)OC1=O,-0.9360258625
CC1=NN(c2ccccc2)C(=O)/C1=C/C1C(=O)N(c2ccccc2)N=C1C,-7.8822713548
CC(Oc1ccc(Oc2ccc(Cl)cc2Cl)cc1)C(=O)O,-5.04
COC1=CC=C2[C@H]3Cc4ccc(OC)c5c4[C@@]2(CCN3C)[C@H]1O5,-2.661
COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)/C=C/c1ccccc1,-5.5433
NC(=O)N/N=C/C(O)C(O)C(O)C(O)CO,-0.4257
O=C1CN(/N=C/c2ccc([N+](=O)[O-])o2)C(=O)N1CO,-2.91
COc1ccc(C(=O)Nc2ccccc2)cc1[N+](=O)[O-],-4.9878258088
NC(=O)c1cnc2n1CCc1ccccc1C21CCNCC1,-2.43
CNS(=O)(=O)c1cc(OC)c(N)cc1C,-2.5769433589
COc1cc2c3c(cccc3c1)CN(C(N)=NO)C2,-1.21
C=C(C)C(=O)OCC(F)(F)C(F)(F)C(F)(F)C(F)F,-4.0459673488
CC(=O)Nc1ccc(S(=O)(=O)Cl)cc1,-2.8772524161
O=NN(CCCl)C(=O)NCCCl,-1.7285
O=C(O)CN(CCCN(CC(=O)O)CC(=O)O)CC(=O)O,-1.4690725372
CC(C)C,-2.977604072
ClC(Br)CBr,-2.5546
NS(=O)(=O)c1nnc(NS(=O)(=O)c2ccccc2)s1,-2.9
Clc1ccc(-c2ccc(Cl)cc2Cl)cc1,-6.0
O=CC1CCC2C3CCC(C3)C12,-2.4199676473
ClC1=C(Cl)C2(Cl)C3C(Cl)C=CC3C1(Cl)C2(Cl)Cl,-6.3168
OC[C@H]1NC[C@H](O)[C@@H](O)[C@@H]1O,0.4043520428
CCCCCCCCCCCCCCCCOC(=O)OOC(=O)OCCCCCCCCCCCCCCCC,-5.7565570001
CC(=O)O[C@@H](C(=O)O)c1ccccc1,-1.2313
COC(=O)CCCCCCCCC(=O)OC,-3.2831
ClC1C(Cl)C(Cl)C(Cl)C(Cl)C1Cl,-4.64
Nc1nccnc1C(=O)O,-1.7631595965
Cc1c2ccccc2cc2ccccc12,-5.89
N#CC1CCCC1=O,-0.3567
CCCCCCC(O)CCCCCCCCCCC(=O)O,-5.4883700889
Clc1ccc(-c2c(Cl)c(Cl)cc(Cl)c2Cl)c(Cl)c1Cl,-8.42
CCCCCCOCCCCCC,-4.2703037605
C/C(Br)=C/C(=O)O,-0.6
CC(=O)CCCC(C)CCCC(C)CCCC(C)C,-5.4746775177
Cn1c(=O)ncc2nccnc21,-1.3713
Br/C=C\Br,-1.3195
CNC(=O)Oc1cccc2ccccc12,-3.224
Clc1ccc(Oc2ccc(Cl)c(Cl)c2)cc1,-5.6603
C=CCN(CC=C)c1cc(NC(C)=O)c(N=Nc2c(Cl)cc([N+](=O)[O-])cc2[N+](=O)[O-])cc1OC,-4.3881793818
BrC(Br)Br,-1.9113
Cc1ccc2ccccc2c1,-3.762
CC(=O)n1c(=O)[nH]cc(F)c1=O,-0.6
CCCCCCCC/C=C/CCCCCCCCO[P+](=O)OCCCCCCCC/C=C/CCCCCCCC,-9.5344195865
COC(=O)c1cc(C(=O)O)cc([N+](=O)[O-])c1,-2.0737299237
CC(C)(CF)n1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)cc21,-2.6
CCCCCCCC/C=C/CCCCCCCC(=O)OCC(CO)(CO)COC(=O)CCCCCCC/C=C/CCCCCCCC,-7.1238862525
C=C(C)C(=O)OCCOC(=O)CC(C)=O,-1.0636822045
O=C(O)[C@@H](O)[C@@H](O)[C@@H](O)[C@@H](O)C(=O)O,-0.3225
O=C1C2CC=CCC2C(=O)N1SC(Cl)(Cl)C(Cl)Cl,-5.3968
CC(C)C(C)C(C)C,-4.6961
CCCCCCCC[Sn](Cl)(Cl)CCCCCCCC,-5.4150412012
CCO[Si](OCC)(OCC)OCC,-2.1455655454
O=[N+]([O-])c1cc(O)cc([N+](=O)[O-])c1,-1.663
CCCCC(CC)C(=O)O[Co]OB(O[Co])O[Co](OC(=O)C(CC)CCCC)OC(=O)C(CC)CCCC,-1.8254561435
CCOC(=O)CCN(Cc1ccccc1)SN(C)C(=O)O/N=C(/C)SC,-4.3005
O=C(O)CNC(=O)c1ccccc1,-1.69
CCNc1nc(Cl)nc(NC(C)(C)C#N)n1,-3.151
CCCCCCCC(=O)N(C)C,-1.6002483409
O=C(Cc1ccccc1)NNC(=O)c1ccncc1,-2.47
Clc1cc(Cl)c(-c2c(Cl)cc(Cl)c(Cl)c2Cl)c(Cl)c1Cl,-9.1
CC/C=C/CCOC(=O)OC,-3.0698306477
S=C=Nc1ccc(Br)cc1,-4.27
CCCC(O)CC(C)C,-1.9079
CCCCCCCCCCCCCCCCC(=O)O,-4.69
O=C1COC2(CCN(CCc3c[nH]c4ccccc34)CC2)CN1,-2.99
CC(C)CNC(=O)N1CCNC1=O,-2.1538
CCOC(=O)C(C)(C(=O)NC(=O)NC)C1=CCCCC1,-3.0
CCSC(=S)N[C@@H](C)C(=O)O,-0.9613
Fc1ccccc1CCl,-2.541
O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,-1.99
CCCCC(=O)OCSc1ncnc2[nH]cnc12,-3.1
CCC(=O)OC(Cc1ccccc1)(c1ccccc1)C(C)CN(C)C,-2.61
CCOC(=O)CCCCCCCC(=O)OCC,-2.99
CC12CCC3c4ccc(O)cc4CCC3C1CCC2=O,-5.11
Cc1cccc2n[nH]nc12,-1.5169635388
CCCCCCCCCCCCCCCCCCNC(=O)CCCCCCCCCCCCCCCCC,-7.729153446000001
Clc1cc(Cl)c(-c2ccc(Cl)c(Cl)c2Cl)cc1Cl,-8.3813
O=c1c2ccccc2c(=O)c2c1ccc1[nH]c3c(ccc4c(=O)c5ccccc5c(=O)c43)[nH]c12,-7.946874563300001
CCCCC1(CCO)C(=O)NC(=S)NC1=O,-2.17
