Feature_1,Category_1,Feature_2,Category_2,Correlation,Abs_Correlation
MolWt,COMPOSITIONAL,AUTOCORR2D_16,TOPOLOGICAL,0.9274214382000336,0.9274214382000336
AUTOCORR2D_22,TOPOLOGICAL,AUTOCORR2D_94,TOPOLOGICAL,0.9272806822896892,0.9272806822896892
AUTOCORR2D_3,TOPOLOGICAL,AUTOCORR2D_35,TOPOLOGICAL,0.9272466267855776,0.9272466267855776
AUTOCORR2D_3,TOPOLOGICAL,AUTOCORR2D_18,TOPOLOGICAL,0.9272172421074051,0.9272172421074051
AUTOCORR2D_29,TOPOLOGICAL,Chi0n,TOPOLOGICAL,0.9272037957496456,0.9272037957496456
NOCount,COMPOSITIONAL,NumHAcceptors,COMPOSITIONAL,0.9271462500421356,0.9271462500421356
ExactMolWt,COMPOSITIONAL,Chi1v,TOPOLOGICAL,0.9270982793598397,0.9270982793598397
MolWt,COMPOSITIONAL,AUTOCORR2D_8,TOPOLOGICAL,0.9270961761452099,0.9270961761452099
HeavyAtomMolWt,COMPOSITIONAL,Chi0,TOPOLOGICAL,0.9270837541019323,0.9270837541019323
AUTOCORR2D_27,TOPOLOGICAL,AUTOCORR2D_32,TOPOLOGICAL,0.9269957971485177,0.9269957971485177
ExactMolWt,COMPOSITIONAL,AUTOCORR2D_5,TOPOLOGICAL,0.9269418413188405,0.9269418413188405
AUTOCORR2D_28,TOPOLOGICAL,AUTOCORR2D_35,TOPOLOGICAL,0.9264531695048221,0.9264531695048221
AUTOCORR2D_24,TOPOLOGICAL,AUTOCORR2D_29,TOPOLOGICAL,0.9263764185269897,0.9263764185269897
MolWt,COMPOSITIONAL,AUTOCORR2D_5,TOPOLOGICAL,0.9262880695331555,0.9262880695331555
Chi0n,TOPOLOGICAL,Chi3n,TOPOLOGICAL,0.9262490178636045,0.9262490178636045
MolWt,COMPOSITIONAL,Chi1v,TOPOLOGICAL,0.9261470716293497,0.9261470716293497
AUTOCORR2D_151,TOPOLOGICAL,AUTOCORR2D_183,TOPOLOGICAL,0.9261355252612979,0.9261355252612979
total_atoms,COMPOSITIONAL,AUTOCORR2D_30,TOPOLOGICAL,0.9261170645771982,0.9261170645771982
HeavyAtomCount,COMPOSITIONAL,AUTOCORR2D_30,TOPOLOGICAL,0.9261170327236923,0.9261170327236923
AUTOCORR2D_16,TOPOLOGICAL,Chi0n,TOPOLOGICAL,0.9260440227954743,0.9260440227954743
AUTOCORR2D_33,TOPOLOGICAL,BertzCT,TOPOLOGICAL,0.9260374896978244,0.9260374896978244
AUTOCORR2D_8,TOPOLOGICAL,Chi1v,TOPOLOGICAL,0.9258538493550836,0.9258538493550836
ExactMolWt,COMPOSITIONAL,AUTOCORR2D_27,TOPOLOGICAL,0.9257914751635564,0.9257914751635564
AUTOCORR2D_38,TOPOLOGICAL,AUTOCORR2D_94,TOPOLOGICAL,0.9257606839998823,0.9257606839998823
AUTOCORR2D_12,TOPOLOGICAL,AUTOCORR2D_33,TOPOLOGICAL,0.925745561505774,0.925745561505774
ExactMolWt,COMPOSITIONAL,AUTOCORR2D_24,TOPOLOGICAL,0.9257072802453704,0.9257072802453704
AUTOCORR2D_28,TOPOLOGICAL,Chi0n,TOPOLOGICAL,0.9256768037090396,0.9256768037090396
AUTOCORR2D_10,TOPOLOGICAL,abraham_E,ENERGETIC,0.9256367997553361,0.9256367997553361
AUTOCORR2D_31,TOPOLOGICAL,AUTOCORR2D_95,TOPOLOGICAL,0.9255575371914917,0.9255575371914917
AUTOCORR2D_46,TOPOLOGICAL,AUTOCORR2D_94,TOPOLOGICAL,0.9254536978876576,0.9254536978876576
AUTOCORR2D_38,TOPOLOGICAL,AUTOCORR2D_47,TOPOLOGICAL,0.9253012400682996,0.9253012400682996
Chi1v,TOPOLOGICAL,Kappa1,TOPOLOGICAL,0.9252832623450977,0.9252832623450977
MolWt,COMPOSITIONAL,AUTOCORR2D_27,TOPOLOGICAL,0.92520176628583,0.92520176628583
AUTOCORR2D_27,TOPOLOGICAL,AUTOCORR2D_29,TOPOLOGICAL,0.925132356739449,0.925132356739449
MolWt,COMPOSITIONAL,AUTOCORR2D_24,TOPOLOGICAL,0.9251137204742772,0.9251137204742772
AUTOCORR2D_14,TOPOLOGICAL,AUTOCORR2D_46,TOPOLOGICAL,0.9250107664105225,0.9250107664105225
fr_Al_OH,COMPOSITIONAL,fr_Al_OH_noTert,COMPOSITIONAL,0.9250087136526174,0.9250087136526174
AUTOCORR2D_19,TOPOLOGICAL,AUTOCORR2D_28,TOPOLOGICAL,0.9249468899583466,0.9249468899583466
AUTOCORR2D_70,TOPOLOGICAL,AUTOCORR2D_94,TOPOLOGICAL,0.9248324208361903,0.9248324208361903
NumValenceElectrons,COMPOSITIONAL,AUTOCORR2D_5,TOPOLOGICAL,0.9247127379411878,0.9247127379411878
AUTOCORR2D_13,TOPOLOGICAL,Kappa1,TOPOLOGICAL,0.9246574899584394,0.9246574899584394
AUTOCORR2D_62,TOPOLOGICAL,AUTOCORR2D_94,TOPOLOGICAL,0.9245975787699561,0.9245975787699561
Chi1,TOPOLOGICAL,Kappa1,TOPOLOGICAL,0.9245580684905631,0.9245580684905631
AUTOCORR2D_0,TOPOLOGICAL,AUTOCORR2D_3,TOPOLOGICAL,0.9244975106563096,0.9244975106563096
NumAromaticHeterocycles,COMPOSITIONAL,fr_Ar_N,COMPOSITIONAL,0.9244651615777018,0.9244651615777018
AUTOCORR2D_8,TOPOLOGICAL,Chi1n,TOPOLOGICAL,0.9244389126407486,0.9244389126407486
AUTOCORR2D_19,TOPOLOGICAL,AUTOCORR2D_26,TOPOLOGICAL,0.9243990018606428,0.9243990018606428
AUTOCORR2D_3,TOPOLOGICAL,AUTOCORR2D_10,TOPOLOGICAL,0.9243842811414893,0.9243842811414893
AUTOCORR2D_4,TOPOLOGICAL,AUTOCORR2D_35,TOPOLOGICAL,0.924337931923134,0.924337931923134
AUTOCORR2D_37,TOPOLOGICAL,Chi0n,TOPOLOGICAL,0.9243175185315896,0.9243175185315896
AUTOCORR2D_14,TOPOLOGICAL,abraham_E,ENERGETIC,0.9243098452735258,0.9243098452735258
AUTOCORR2D_0,TOPOLOGICAL,AUTOCORR2D_2,TOPOLOGICAL,0.9242899437385237,0.9242899437385237
Kappa1,TOPOLOGICAL,abraham_E,ENERGETIC,0.9242471755571251,0.9242471755571251
AUTOCORR2D_10,TOPOLOGICAL,AUTOCORR2D_36,TOPOLOGICAL,0.924143343528205,0.924143343528205
ExactMolWt,COMPOSITIONAL,Kappa1,TOPOLOGICAL,0.9240698914115336,0.9240698914115336
AUTOCORR2D_3,TOPOLOGICAL,AUTOCORR2D_26,TOPOLOGICAL,0.9240244727614496,0.9240244727614496
AUTOCORR2D_157,TOPOLOGICAL,AUTOCORR2D_181,TOPOLOGICAL,0.9240002043649016,0.9240002043649016
NumValenceElectrons,COMPOSITIONAL,AUTOCORR2D_30,TOPOLOGICAL,0.9239715559281227,0.9239715559281227
AUTOCORR2D_18,TOPOLOGICAL,AUTOCORR2D_25,TOPOLOGICAL,0.9239549137067182,0.9239549137067182
AUTOCORR2D_10,TOPOLOGICAL,AUTOCORR2D_20,TOPOLOGICAL,0.923946745133129,0.923946745133129
AUTOCORR2D_84,TOPOLOGICAL,AUTOCORR2D_85,TOPOLOGICAL,0.9238908968125686,0.9238908968125686
AUTOCORR2D_11,TOPOLOGICAL,AUTOCORR2D_29,TOPOLOGICAL,0.9238821820445179,0.9238821820445179
AUTOCORR2D_24,TOPOLOGICAL,Chi0,TOPOLOGICAL,0.9238303551310393,0.9238303551310393
AUTOCORR2D_72,TOPOLOGICAL,AUTOCORR2D_73,TOPOLOGICAL,0.9237785287154583,0.9237785287154583
AUTOCORR2D_22,TOPOLOGICAL,AUTOCORR2D_47,TOPOLOGICAL,0.9236910616228831,0.9236910616228831
NumValenceElectrons,COMPOSITIONAL,AUTOCORR2D_27,TOPOLOGICAL,0.9235867535802708,0.9235867535802708
AUTOCORR2D_47,TOPOLOGICAL,AUTOCORR2D_79,TOPOLOGICAL,0.9235843692641963,0.9235843692641963
AUTOCORR2D_5,TOPOLOGICAL,AUTOCORR2D_16,TOPOLOGICAL,0.9235657039444801,0.9235657039444801
AUTOCORR2D_12,TOPOLOGICAL,AUTOCORR2D_18,TOPOLOGICAL,0.9235145466140932,0.9235145466140932
AUTOCORR2D_16,TOPOLOGICAL,Chi0v,TOPOLOGICAL,0.923406993960303,0.923406993960303
AUTOCORR2D_5,TOPOLOGICAL,Chi1,TOPOLOGICAL,0.9232819366779929,0.9232819366779929
AUTOCORR2D_11,TOPOLOGICAL,AUTOCORR2D_21,TOPOLOGICAL,0.9232659790870452,0.9232659790870452
fr_Ar_OH,COMPOSITIONAL,fr_phenol,COMPOSITIONAL,0.9232222368204892,0.9232222368204892
AUTOCORR2D_14,TOPOLOGICAL,AUTOCORR2D_47,TOPOLOGICAL,0.9232168409986757,0.9232168409986757
AUTOCORR2D_32,TOPOLOGICAL,Chi0n,TOPOLOGICAL,0.9232121365251749,0.9232121365251749
AUTOCORR2D_11,TOPOLOGICAL,AUTOCORR2D_37,TOPOLOGICAL,0.9230876394797125,0.9230876394797125
AUTOCORR2D_12,TOPOLOGICAL,AUTOCORR2D_26,TOPOLOGICAL,0.9229085851332012,0.9229085851332012
MolWt,COMPOSITIONAL,Kappa1,TOPOLOGICAL,0.9228784035485087,0.9228784035485087
AUTOCORR2D_47,TOPOLOGICAL,AUTOCORR2D_63,TOPOLOGICAL,0.9228220164211974,0.9228220164211974
AUTOCORR2D_26,TOPOLOGICAL,AUTOCORR2D_33,TOPOLOGICAL,0.9227909205831526,0.9227909205831526
AUTOCORR2D_21,TOPOLOGICAL,Kappa1,TOPOLOGICAL,0.9227021024690136,0.9227021024690136
AUTOCORR2D_12,TOPOLOGICAL,AUTOCORR2D_34,TOPOLOGICAL,0.9226531459966018,0.9226531459966018
AUTOCORR2D_7,TOPOLOGICAL,AUTOCORR2D_63,TOPOLOGICAL,0.9226131443332234,0.9226131443332234
total_atoms,COMPOSITIONAL,HeavyAtomMolWt,COMPOSITIONAL,0.9224629945593483,0.9224629945593483
HeavyAtomMolWt,COMPOSITIONAL,HeavyAtomCount,COMPOSITIONAL,0.9224629224095414,0.9224629224095414
AUTOCORR2D_76,TOPOLOGICAL,AUTOCORR2D_84,TOPOLOGICAL,0.922425091333173,0.922425091333173
num_C,COMPOSITIONAL,Chi4n,TOPOLOGICAL,0.922204280391765,0.922204280391765
AUTOCORR2D_26,TOPOLOGICAL,AUTOCORR2D_35,TOPOLOGICAL,0.9221970121176744,0.9221970121176744
AUTOCORR2D_25,TOPOLOGICAL,AUTOCORR2D_28,TOPOLOGICAL,0.9221835551925553,0.9221835551925553
AUTOCORR2D_25,TOPOLOGICAL,AUTOCORR2D_33,TOPOLOGICAL,0.9221832579832234,0.9221832579832234
AUTOCORR2D_28,TOPOLOGICAL,mose_path3,TOPOLOGICAL,0.9221035348831278,0.9221035348831278
MolWt,COMPOSITIONAL,AUTOCORR2D_2,TOPOLOGICAL,0.9218967878039949,0.9218967878039949
AUTOCORR2D_37,TOPOLOGICAL,Kappa1,TOPOLOGICAL,0.9218832850420822,0.9218832850420822
FpDensityMorgan1,TOPOLOGICAL,FpDensityMorgan2,TOPOLOGICAL,0.9218525947594796,0.9218525947594796
Chi1n,TOPOLOGICAL,Chi1v,TOPOLOGICAL,0.9218466561847832,0.9218466561847832
AUTOCORR2D_7,TOPOLOGICAL,AUTOCORR2D_55,TOPOLOGICAL,0.9217855354300034,0.9217855354300034
NumValenceElectrons,COMPOSITIONAL,AUTOCORR2D_33,TOPOLOGICAL,0.9217126002045265,0.9217126002045265
AUTOCORR2D_13,TOPOLOGICAL,AUTOCORR2D_27,TOPOLOGICAL,0.9217092209201543,0.9217092209201543
AUTOCORR2D_81,TOPOLOGICAL,AUTOCORR2D_83,TOPOLOGICAL,0.92153630769488,0.92153630769488
AUTOCORR2D_24,TOPOLOGICAL,Chi3v,TOPOLOGICAL,0.9215320997987003,0.9215320997987003
ExactMolWt,COMPOSITIONAL,AUTOCORR2D_11,TOPOLOGICAL,0.9215179645967135,0.9215179645967135
AUTOCORR2D_28,TOPOLOGICAL,AUTOCORR2D_30,TOPOLOGICAL,0.9212883380161441,0.9212883380161441
AUTOCORR2D_30,TOPOLOGICAL,Chi0,TOPOLOGICAL,0.9211923358089597,0.9211923358089597
AUTOCORR2D_4,TOPOLOGICAL,AUTOCORR2D_16,TOPOLOGICAL,0.9211656852071928,0.9211656852071928
AUTOCORR2D_29,TOPOLOGICAL,AUTOCORR2D_32,TOPOLOGICAL,0.9211495301218958,0.9211495301218958
ExactMolWt,COMPOSITIONAL,AUTOCORR2D_2,TOPOLOGICAL,0.9208016786012977,0.9208016786012977
HeavyAtomMolWt,COMPOSITIONAL,AUTOCORR2D_16,TOPOLOGICAL,0.9206914442867,0.9206914442867
AUTOCORR2D_4,TOPOLOGICAL,Chi0,TOPOLOGICAL,0.9206799095274548,0.9206799095274548
AUTOCORR2D_27,TOPOLOGICAL,AUTOCORR2D_33,TOPOLOGICAL,0.9206000120086384,0.9206000120086384
AUTOCORR2D_65,TOPOLOGICAL,AUTOCORR2D_67,TOPOLOGICAL,0.9205307594011477,0.9205307594011477
MolWt,COMPOSITIONAL,AUTOCORR2D_11,TOPOLOGICAL,0.9205158842359198,0.9205158842359198
AUTOCORR2D_12,TOPOLOGICAL,AUTOCORR2D_14,TOPOLOGICAL,0.9205068887352145,0.9205068887352145
AUTOCORR2D_64,TOPOLOGICAL,AUTOCORR2D_66,TOPOLOGICAL,0.920491346972498,0.920491346972498
HeavyAtomCount,COMPOSITIONAL,Chi1v,TOPOLOGICAL,0.9204904662255796,0.9204904662255796
total_atoms,COMPOSITIONAL,Chi1v,TOPOLOGICAL,0.920489471701976,0.920489471701976
HeavyAtomMolWt,COMPOSITIONAL,AUTOCORR2D_5,TOPOLOGICAL,0.9204215840374494,0.9204215840374494
AUTOCORR2D_86,TOPOLOGICAL,AUTOCORR2D_87,TOPOLOGICAL,0.9202934287580736,0.9202934287580736
Chi0,TOPOLOGICAL,Chi1v,TOPOLOGICAL,0.920222851963861,0.920222851963861
AUTOCORR2D_37,TOPOLOGICAL,abraham_E,ENERGETIC,0.9201703754192758,0.9201703754192758
AUTOCORR2D_32,TOPOLOGICAL,mose_path5,TOPOLOGICAL,0.920127401479536,0.920127401479536
mose_path3,TOPOLOGICAL,abraham_E,ENERGETIC,0.9200863452769914,0.9200863452769914
AUTOCORR2D_17,TOPOLOGICAL,BertzCT,TOPOLOGICAL,0.9200271846828368,0.9200271846828368
ExactMolWt,COMPOSITIONAL,AUTOCORR2D_28,TOPOLOGICAL,0.9199913192531947,0.9199913192531947
AUTOCORR2D_25,TOPOLOGICAL,AUTOCORR2D_34,TOPOLOGICAL,0.9199758952312478,0.9199758952312478
AUTOCORR2D_21,TOPOLOGICAL,Chi0n,TOPOLOGICAL,0.9197110083026339,0.9197110083026339
ExactMolWt,COMPOSITIONAL,AUTOCORR2D_12,TOPOLOGICAL,0.9197026652433452,0.9197026652433452
AUTOCORR2D_13,TOPOLOGICAL,AUTOCORR2D_24,TOPOLOGICAL,0.9195592221872302,0.9195592221872302
AUTOCORR2D_24,TOPOLOGICAL,AUTOCORR2D_32,TOPOLOGICAL,0.9195581575354744,0.9195581575354744
AUTOCORR2D_56,TOPOLOGICAL,AUTOCORR2D_73,TOPOLOGICAL,0.9192809961396303,0.9192809961396303
AUTOCORR2D_12,TOPOLOGICAL,AUTOCORR2D_30,TOPOLOGICAL,0.9191851078004347,0.9191851078004347
MolWt,COMPOSITIONAL,AUTOCORR2D_28,TOPOLOGICAL,0.9190416540812968,0.9190416540812968
AUTOCORR2D_9,TOPOLOGICAL,AUTOCORR2D_36,TOPOLOGICAL,0.9189291792898013,0.9189291792898013
AUTOCORR2D_27,TOPOLOGICAL,mose_path4,TOPOLOGICAL,0.9189108502285263,0.9189108502285263
AUTOCORR2D_8,TOPOLOGICAL,mose_path5,TOPOLOGICAL,0.9188254737201259,0.9188254737201259
AUTOCORR2D_16,TOPOLOGICAL,AUTOCORR2D_26,TOPOLOGICAL,0.9186361824264477,0.9186361824264477
AUTOCORR2D_28,TOPOLOGICAL,Chi1v,TOPOLOGICAL,0.9186336748335925,0.9186336748335925
AUTOCORR2D_35,TOPOLOGICAL,AUTOCORR2D_37,TOPOLOGICAL,0.9185774258983425,0.9185774258983425
AUTOCORR2D_21,TOPOLOGICAL,AUTOCORR2D_35,TOPOLOGICAL,0.9185694673529881,0.9185694673529881
HeavyAtomCount,COMPOSITIONAL,mose_path4,TOPOLOGICAL,0.9185569659500998,0.9185569659500998
total_atoms,COMPOSITIONAL,mose_path4,TOPOLOGICAL,0.9185567158345602,0.9185567158345602
num_C,COMPOSITIONAL,Chi1,TOPOLOGICAL,0.9185449140801235,0.9185449140801235
AUTOCORR2D_89,TOPOLOGICAL,AUTOCORR2D_90,TOPOLOGICAL,0.9185398354536137,0.9185398354536137
MolWt,COMPOSITIONAL,AUTOCORR2D_12,TOPOLOGICAL,0.9184778164941273,0.9184778164941273
AUTOCORR2D_78,TOPOLOGICAL,AUTOCORR2D_94,TOPOLOGICAL,0.9182518559936187,0.9182518559936187
AUTOCORR2D_5,TOPOLOGICAL,AUTOCORR2D_22,TOPOLOGICAL,0.9181741775031388,0.9181741775031388
AUTOCORR2D_150,TOPOLOGICAL,AUTOCORR2D_166,TOPOLOGICAL,0.918170955221979,0.918170955221979
Chi1,TOPOLOGICAL,Chi1v,TOPOLOGICAL,0.9180883425349935,0.9180883425349935
num_C,COMPOSITIONAL,AUTOCORR2D_8,TOPOLOGICAL,0.9179861339853808,0.9179861339853808
AUTOCORR2D_16,TOPOLOGICAL,mose_path5,TOPOLOGICAL,0.9179725157031546,0.9179725157031546
AUTOCORR2D_4,TOPOLOGICAL,AUTOCORR2D_21,TOPOLOGICAL,0.9178393806155204,0.9178393806155204
AUTOCORR2D_9,TOPOLOGICAL,AUTOCORR2D_20,TOPOLOGICAL,0.9177678425298464,0.9177678425298464
AUTOCORR2D_6,TOPOLOGICAL,AUTOCORR2D_31,TOPOLOGICAL,0.9176173143032081,0.9176173143032081
AUTOCORR2D_21,TOPOLOGICAL,abraham_E,ENERGETIC,0.9176039605007894,0.9176039605007894
AUTOCORR2D_6,TOPOLOGICAL,AUTOCORR2D_23,TOPOLOGICAL,0.9175937999360281,0.9175937999360281
AUTOCORR2D_14,TOPOLOGICAL,Chi0n,TOPOLOGICAL,0.9174959925645858,0.9174959925645858
AUTOCORR2D_5,TOPOLOGICAL,AUTOCORR2D_30,TOPOLOGICAL,0.9174734587132213,0.9174734587132213
NumValenceElectrons,COMPOSITIONAL,AUTOCORR2D_24,TOPOLOGICAL,0.9174580964245511,0.9174580964245511
AUTOCORR2D_15,TOPOLOGICAL,AUTOCORR2D_87,TOPOLOGICAL,0.9173878622078783,0.9173878622078783
AUTOCORR2D_30,TOPOLOGICAL,Chi0v,TOPOLOGICAL,0.9173452694412924,0.9173452694412924
AUTOCORR2D_24,TOPOLOGICAL,Chi4v,TOPOLOGICAL,0.9172892294207803,0.9172892294207803
AUTOCORR2D_68,TOPOLOGICAL,AUTOCORR2D_76,TOPOLOGICAL,0.9171154594458331,0.9171154594458331
AUTOCORR2D_37,TOPOLOGICAL,Chi0v,TOPOLOGICAL,0.9171064888145611,0.9171064888145611
AUTOCORR2D_13,TOPOLOGICAL,Chi1n,TOPOLOGICAL,0.9171026503671742,0.9171026503671742
AUTOCORR2D_57,TOPOLOGICAL,AUTOCORR2D_58,TOPOLOGICAL,0.9170589928702668,0.9170589928702668
AUTOCORR2D_19,TOPOLOGICAL,AUTOCORR2D_21,TOPOLOGICAL,0.917048431911678,0.917048431911678
AUTOCORR2D_3,TOPOLOGICAL,AUTOCORR2D_34,TOPOLOGICAL,0.9170404410388812,0.9170404410388812
NumValenceElectrons,COMPOSITIONAL,Chi2n,TOPOLOGICAL,0.9168569418050425,0.9168569418050425
Chi0v,TOPOLOGICAL,Chi3v,TOPOLOGICAL,0.9167701553084422,0.9167701553084422
AUTOCORR2D_5,TOPOLOGICAL,AUTOCORR2D_14,TOPOLOGICAL,0.9167360819434887,0.9167360819434887
AUTOCORR2D_14,TOPOLOGICAL,AUTOCORR2D_28,TOPOLOGICAL,0.9166578440031214,0.9166578440031214
mose_path4,TOPOLOGICAL,Chi1,TOPOLOGICAL,0.916612665443298,0.916612665443298
AUTOCORR2D_15,TOPOLOGICAL,AUTOCORR2D_71,TOPOLOGICAL,0.9165684748464185,0.9165684748464185
AUTOCORR2D_21,TOPOLOGICAL,Chi0v,TOPOLOGICAL,0.9165119294458073,0.9165119294458073
AUTOCORR2D_26,TOPOLOGICAL,Chi0v,TOPOLOGICAL,0.9164487867752386,0.9164487867752386
AUTOCORR2D_91,TOPOLOGICAL,AUTOCORR2D_92,TOPOLOGICAL,0.916410380213822,0.916410380213822
HeavyAtomMolWt,COMPOSITIONAL,AUTOCORR2D_8,TOPOLOGICAL,0.9163179205548678,0.9163179205548678
AUTOCORR2D_6,TOPOLOGICAL,AUTOCORR2D_15,TOPOLOGICAL,0.9162178467409141,0.9162178467409141
AUTOCORR2D_16,TOPOLOGICAL,AUTOCORR2D_25,TOPOLOGICAL,0.9161583564912394,0.9161583564912394
total_atoms,COMPOSITIONAL,AUTOCORR2D_4,TOPOLOGICAL,0.9160746640974688,0.9160746640974688
HeavyAtomCount,COMPOSITIONAL,AUTOCORR2D_4,TOPOLOGICAL,0.916074632589368,0.916074632589368
AUTOCORR2D_34,TOPOLOGICAL,BertzCT,TOPOLOGICAL,0.9160579078768474,0.9160579078768474
AUTOCORR2D_4,TOPOLOGICAL,AUTOCORR2D_17,TOPOLOGICAL,0.9160173724318708,0.9160173724318708
AUTOCORR2D_11,TOPOLOGICAL,Chi0n,TOPOLOGICAL,0.9159124124133077,0.9159124124133077
HeavyAtomMolWt,COMPOSITIONAL,AUTOCORR2D_27,TOPOLOGICAL,0.915890271433888,0.915890271433888
AUTOCORR2D_19,TOPOLOGICAL,AUTOCORR2D_37,TOPOLOGICAL,0.9158075737087399,0.9158075737087399
AUTOCORR2D_27,TOPOLOGICAL,Chi1v,TOPOLOGICAL,0.915754681359476,0.915754681359476
AUTOCORR2D_29,TOPOLOGICAL,Kappa1,TOPOLOGICAL,0.915696328762827,0.915696328762827
HeavyAtomMolWt,COMPOSITIONAL,AUTOCORR2D_24,TOPOLOGICAL,0.9156372901377134,0.9156372901377134
ExactMolWt,COMPOSITIONAL,AUTOCORR2D_32,TOPOLOGICAL,0.9155885191428373,0.9155885191428373
AUTOCORR2D_16,TOPOLOGICAL,AUTOCORR2D_38,TOPOLOGICAL,0.9155853604569341,0.9155853604569341
AUTOCORR2D_6,TOPOLOGICAL,AUTOCORR2D_39,TOPOLOGICAL,0.9154948988602641,0.9154948988602641
AUTOCORR2D_40,TOPOLOGICAL,AUTOCORR2D_42,TOPOLOGICAL,0.915380269121,0.915380269121
AUTOCORR2D_0,TOPOLOGICAL,AUTOCORR2D_24,TOPOLOGICAL,0.9152675811164473,0.9152675811164473
AUTOCORR2D_16,TOPOLOGICAL,AUTOCORR2D_22,TOPOLOGICAL,0.9152442507464627,0.9152442507464627
AUTOCORR2D_24,TOPOLOGICAL,Chi2v,TOPOLOGICAL,0.9152087773557498,0.9152087773557498
AUTOCORR2D_12,TOPOLOGICAL,Chi1n,TOPOLOGICAL,0.9152048540599358,0.9152048540599358
AUTOCORR2D_5,TOPOLOGICAL,Chi0v,TOPOLOGICAL,0.9151618344047187,0.9151618344047187
HeavyAtomMolWt,COMPOSITIONAL,abraham_E,ENERGETIC,0.9151017468981587,0.9151017468981587
AUTOCORR2D_5,TOPOLOGICAL,AUTOCORR2D_38,TOPOLOGICAL,0.9150956851860284,0.9150956851860284
AUTOCORR2D_0,TOPOLOGICAL,AUTOCORR2D_4,TOPOLOGICAL,0.9150059979429315,0.9150059979429315
AUTOCORR2D_25,TOPOLOGICAL,Chi3v,TOPOLOGICAL,0.9149064526778804,0.9149064526778804
AUTOCORR2D_30,TOPOLOGICAL,AUTOCORR2D_46,TOPOLOGICAL,0.9149011974311263,0.9149011974311263
AUTOCORR2D_30,TOPOLOGICAL,AUTOCORR2D_47,TOPOLOGICAL,0.9148809887010109,0.9148809887010109
AUTOCORR2D_74,TOPOLOGICAL,AUTOCORR2D_75,TOPOLOGICAL,0.9148743790137405,0.9148743790137405
AUTOCORR2D_41,TOPOLOGICAL,AUTOCORR2D_43,TOPOLOGICAL,0.9147079335376571,0.9147079335376571
HeavyAtomMolWt,COMPOSITIONAL,NumValenceElectrons,COMPOSITIONAL,0.91447345679476,0.91447345679476
AUTOCORR2D_3,TOPOLOGICAL,AUTOCORR2D_17,TOPOLOGICAL,0.9144516487771411,0.9144516487771411
AUTOCORR2D_36,TOPOLOGICAL,Chi0n,TOPOLOGICAL,0.914161561783763,0.914161561783763
MolWt,COMPOSITIONAL,AUTOCORR2D_32,TOPOLOGICAL,0.914133923753216,0.914133923753216
AUTOCORR2D_44,TOPOLOGICAL,AUTOCORR2D_45,TOPOLOGICAL,0.9140043460363592,0.9140043460363592
AUTOCORR2D_68,TOPOLOGICAL,AUTOCORR2D_69,TOPOLOGICAL,0.913870330359204,0.913870330359204
AUTOCORR2D_68,TOPOLOGICAL,AUTOCORR2D_84,TOPOLOGICAL,0.913851425680278,0.913851425680278
AUTOCORR2D_26,TOPOLOGICAL,Chi3v,TOPOLOGICAL,0.9138496403632609,0.9138496403632609
HeavyAtomCount,COMPOSITIONAL,AUTOCORR2D_26,TOPOLOGICAL,0.9136697197484774,0.9136697197484774
total_atoms,COMPOSITIONAL,AUTOCORR2D_26,TOPOLOGICAL,0.9136692912340649,0.9136692912340649
NumValenceElectrons,COMPOSITIONAL,AUTOCORR2D_9,TOPOLOGICAL,0.9135358901722085,0.9135358901722085
AUTOCORR2D_4,TOPOLOGICAL,AUTOCORR2D_37,TOPOLOGICAL,0.9135190144659219,0.9135190144659219
AUTOCORR2D_58,TOPOLOGICAL,AUTOCORR2D_82,TOPOLOGICAL,0.9134377457101565,0.9134377457101565
NumValenceElectrons,COMPOSITIONAL,AUTOCORR2D_18,TOPOLOGICAL,0.9132964556202054,0.9132964556202054
AUTOCORR2D_17,TOPOLOGICAL,AUTOCORR2D_21,TOPOLOGICAL,0.9132198715324963,0.9132198715324963
HeavyAtomMolWt,COMPOSITIONAL,Chi1,TOPOLOGICAL,0.913181264292064,0.913181264292064
AUTOCORR2D_14,TOPOLOGICAL,Chi0v,TOPOLOGICAL,0.9131388743331055,0.9131388743331055
AUTOCORR2D_12,TOPOLOGICAL,AUTOCORR2D_22,TOPOLOGICAL,0.9131132221454744,0.9131132221454744
AUTOCORR2D_85,TOPOLOGICAL,AUTOCORR2D_86,TOPOLOGICAL,0.9130860309956796,0.9130860309956796
AUTOCORR2D_38,TOPOLOGICAL,AUTOCORR2D_95,TOPOLOGICAL,0.9130788190382598,0.9130788190382598
AUTOCORR2D_2,TOPOLOGICAL,AUTOCORR2D_26,TOPOLOGICAL,0.9130102024127441,0.9130102024127441
AUTOCORR2D_36,TOPOLOGICAL,abraham_E,ENERGETIC,0.9129910399815323,0.9129910399815323
AUTOCORR2D_17,TOPOLOGICAL,AUTOCORR2D_24,TOPOLOGICAL,0.912984122464048,0.912984122464048
fr_nitro,COMPOSITIONAL,fr_nitro_arom,COMPOSITIONAL,0.912962087598034,0.912962087598034
AUTOCORR2D_5,TOPOLOGICAL,AUTOCORR2D_32,TOPOLOGICAL,0.9129349520219281,0.9129349520219281
AUTOCORR2D_12,TOPOLOGICAL,AUTOCORR2D_38,TOPOLOGICAL,0.9129083809674364,0.9129083809674364
